689	64
690	81
691	2
692	11
693	130
694	79
695	17
696	20
697	1
698	14
699	160
700	35
701	77
702	1
703	121
704	18
705	57
706	95
707	64
708	130
709	0
710	42
711	19
712	36
713	42
714	9
715	44
716	64
717	85
718	57
719	14
720	27
721	16
722	42
723	126
724	1
725	49
726	14
727	110
728	14
729	15
730	0
731	106
732	1
733	60
734	68
735	49
736	101
737	5
738	96
739	3
740	14
741	11
742	35
743	89
744	30
745	83
746	73
747	30
748	176
749	8
750	10
751	15
752	20
753	30
754	4
755	27
756	69
757	83
758	29
759	43
760	84
761	31
762	2
763	144
764	15
765	56
766	47
767	152
768	6
769	2
770	24
771	1
772	11
773	97
774	74
775	97
776	24
777	74
778	24
779	2
780	18
781	24
782	52
783	52
784	10
785	9
786	15
787	1
788	34
789	65
790	62
791	2
792	33
793	55
794	6
795	0
796	70
797	4
798	30
799	136
800	15
801	53
802	65
803	48
804	16
805	72
806	14
807	14
808	65
809	14
810	38
811	71
812	24
813	13
814	146
815	49
816	102
817	9
818	18
819	29
820	2
821	26
822	54
823	109
824	4
825	60
826	71
827	5
828	24
829	2
830	9
831	5
832	122
833	12
834	9
835	3
836	6
837	96
838	20
839	22
840	104
841	104
842	40
843	0
844	90
845	104
846	58
847	53
848	19
849	26
850	16
851	29
852	48
853	7
854	104
855	60
856	219
857	3
858	20
859	67
860	12
861	1
862	18
863	41
864	104
865	98
866	10
867	79
868	31
869	18
870	56
871	101
872	54
873	20
874	46
875	30
876	81
877	65
878	5
879	40
880	152
881	152
882	38
883	11
884	60
885	80
886	0
887	0
888	8
889	100
890	1
891	32
892	109
893	58
894	45
895	87
896	197
897	3
898	29
899	0
900	0
901	31
902	6
903	94
904	20
905	5
906	70
907	0
908	2
909	58
910	0
911	36
912	67
913	58
914	151
915	57
916	48
917	28
918	2
919	18
920	20
921	87
922	42
923	60
924	66
925	33
926	25
927	71
928	55
929	37
930	14
931	4
932	3
933	14
934	14
935	140
936	0
937	48
938	14
939	35
940	35
941	37
942	27
943	8
944	64
945	10
946	78
947	51
948	68
949	92
950	0
951	117
952	173
953	66
954	17
955	11
956	39
957	20
958	67
959	16
960	58
961	13
962	42
963	16
964	146
965	0
966	14
967	80
968	29
969	16
970	87
971	2
972	5
973	40
974	3
975	55
976	158
977	121
978	117
979	14
980	1
981	60
982	3
983	8
984	107
985	44
986	42
987	52
988	34
989	106
990	34
991	34
992	2
993	63
994	97
995	3
996	78
997	97
998	78
999	32
1000	6
1001	70
1002	4
1003	7
1004	0
1005	78
1006	127
1007	24
1008	22
1009	20
1010	9
1011	105
1012	1
1013	1
1014	17
1015	67
1016	60
1017	97
1018	2
1019	45
1020	14
1021	1
1022	41
1023	2
1024	2
1025	2
1026	2
1027	56
1028	41
1029	34
1030	24
1031	24
1032	36
1033	25
1034	4
1035	98
1036	40
1037	87
1038	2
1039	249
1040	28
1041	5
1042	5
1043	28
1044	111
1045	7
1046	61
1047	74
1048	46
1049	49
1050	123
1051	2
1052	73
1053	10
1054	123
1055	75
1056	65
1057	211
1058	18
1059	16
1060	6
1061	32
1062	1
1063	50
1064	42
1065	8
1066	13
1067	11
1068	32
1069	0
1070	94
1071	38
1072	43
1073	299
1074	2
1075	55
1076	12
1077	20
1078	25
1079	184
1080	59
1081	74
1082	11
1083	36
1084	16
1085	79
1086	30
1087	24
1088	7
1089	10
1090	121
1091	97
1092	46
1093	126
1094	0
1095	47
1096	1
1097	46
1098	4
1099	85
1100	77
1101	97
1102	97
1103	21
1104	0
1105	62
1106	51
1107	66
1108	150
1109	79
1110	6
1111	17
1112	129
1113	45
1114	14
1115	16
1116	120
1117	15
1118	13
1119	177
1120	1
1121	9
1122	53
1123	62
1124	98
1125	86
1126	13
1127	4
1128	45
1129	36
1130	30
1131	78
1132	0
1133	6
1134	0
1135	7
1136	41
1137	41
1138	62
1139	214
1140	9
1141	10
1142	21
1143	6
1144	21
1145	21
1146	75
1147	181
1148	62
1149	49
1150	1
1151	9
1152	130
1153	35
1154	34
1155	8
1156	37
1157	7
1158	10
1159	6
1160	43
1161	37
1162	100
1163	48
1164	10
1165	75
1166	1
1167	13
1168	10
1169	64
1170	3
1171	148
1172	49
1173	10
1174	41
1175	59
1176	68
1177	10
1178	16
1179	6
1180	10
1181	95
1182	72
1183	104
1184	18
1185	0
1186	111
1187	12
1188	43
1189	70
1190	44
1191	24
1192	6
1193	57
1194	6
1195	89
1196	8
1197	101
1198	44
1199	76
1200	1
1201	8
1202	12
1203	20
1204	12
1205	43
1206	18
1207	44
1208	26
1209	2
1210	137
1211	12
1212	86
1213	14
1214	13
1215	43
1216	118
1217	4
1218	3
1219	280
1220	77
1221	49
1222	1
1223	3
1224	1
1225	11
1226	0
1227	12
1228	43
1229	84
1230	138
1231	5
1232	133
1233	126
1234	48
1235	137
1236	49
1237	5
1238	79
1239	1
1240	323
1241	9
1242	31
1243	7
1244	69
1245	96
1246	27
1247	44
1248	7
1249	12
1250	4
1251	50
1252	27
1253	83
1254	118
1255	68
1256	20
1257	2
1258	54
1259	0
1260	29
1261	14
1262	42
1263	109
1264	27
1265	58
1266	6
1267	27
1268	3
1269	13
1270	73
1271	26
1272	6
1273	35
1274	25
1275	111
1276	113
1277	7
1278	5
1279	15
1280	58
1281	58
1282	2
1283	34
1284	60
1285	25
1286	7
1287	79
1288	2
1289	40
1290	0
1291	167
1292	90
1293	18
1294	39
1295	3
1296	11
1297	51
1298	179
1299	60
1300	3
1301	0
1302	96
1303	3
1304	41
1305	90
1306	34
1307	101
1308	75
1309	22
1310	0
1311	35
1312	48
1313	12
1314	56
1315	22
1316	35
1317	23
1318	52
1319	92
1320	1
1321	53
1322	5
1323	52
1324	25
1325	1
1326	0
1327	50
1328	1
1329	29
1330	130
1331	47
1332	61
1333	0
1334	92
1335	13
1336	5
1337	118
1338	7
1339	102
1340	15
1341	61
1342	66
1343	3
1344	0
1345	17
1346	106
1347	58
1348	4
1349	29
1350	40
1351	62
1352	60
1353	11
1354	2
1355	4
1356	93
1357	60
1358	138
1359	3
1360	3
1361	0
1362	347
1363	23
1364	28
1365	0
1366	22
1367	43
1368	51
1369	16
1370	193
1371	120
1372	42
1373	64
1374	11
1375	4
1376	10
1377	51
1378	95
1379	11
1380	83
1381	64
1382	22
1383	14
1384	67
1385	1
1386	99
1387	22
1388	38
1389	5
1390	1
1391	15
1392	21
1393	67
1394	51
1395	1
1396	4
1397	8
1398	38
1399	2
1400	74
1401	2
1402	93
1403	23
1404	93
1405	48
1406	1
1407	6
1408	73
1409	11
1410	31
1411	1
1412	6
1413	4
1414	22
1415	1
1416	17
1417	6
1418	20
1419	12
1420	21
1421	79
1422	26
1423	39
1424	6
1425	27
1426	3
1427	70
1428	30
1429	27
1430	148
1431	44
1432	24
1433	6
1434	32
1435	52
1436	11
1437	68
1438	20
1439	11
1440	10
1441	11
1442	92
1443	13
1444	45
1445	0
1446	8
1447	4
1448	157
1449	18
1450	25
1451	82
1452	43
1453	57
1454	81
1455	118
1456	26
1457	3
1458	104
1459	145
1460	50
1461	21
1462	60
1463	3
1464	17
1465	89
1466	15
1467	9
1468	32
1469	0
1470	4
1471	4
1472	7
1473	70
1474	27
1475	77
1476	63
1477	122
1478	25
1479	66
1480	1
1481	23
1482	3
1483	7
1484	1
1485	45
1486	48
1487	9
1488	9
1489	133
1490	13
1491	3
1492	81
1493	70
1494	27
1495	8
1496	121
1497	17
1498	38
1499	15
1500	61
1501	40
1502	355
1503	11
1504	70
1505	7
1506	17
1507	77
1508	3
1509	115
1510	32
1511	26
1512	0
1513	1
1514	25
1515	76
1516	80
1517	24
1518	9
1519	26
1520	22
1521	12
1522	9
1523	49
1524	38
1525	151
1526	42
1527	95
1528	42
1529	42
1530	15
1531	8
1532	0
1533	2
1534	94
1535	44
1536	87
1537	104
1538	6
1539	0
1540	5
1541	29
1542	45
1543	1
1544	3
1545	5
1546	61
1547	45
1548	116
1549	45
1550	71
1551	5
1552	247
1553	1
1554	1
1555	17
1556	15
1557	1
1558	24
1559	31
1560	36
1561	103
1562	51
1563	4
1564	24
1565	8
1566	4
1567	17
1568	1
1569	12
1570	29
1571	40
1572	1
1573	30
1574	35
1575	39
1576	33
1577	20
1578	18
1579	23
1580	54
1581	45
1582	1
1583	1
1584	247
1585	39
1586	7
1587	18
1588	37
1589	17
1590	10
1591	163
1592	50
1593	14
1594	10
1595	62
1596	4
1597	67
1598	66
1599	82
1600	95
1601	12
1602	6
1603	35
1604	37
1605	49
1606	28
1607	109
1608	25
1609	33
1610	20
1611	1
1612	35
1613	25
1614	60
1615	67
1616	75
1617	14
1618	7
1619	34
1620	52
1621	3
1622	63
1623	3
1624	33
1625	214
1626	5
1627	36
1628	2
1629	26
1630	102
1631	10
1632	14
1633	44
1634	29
1635	38
1636	24
1637	26
1638	17
1639	43
1640	10
1641	2
1642	48
1643	49
1644	2
1645	21
1646	140
1647	19
1648	74
1649	2
1650	48
1651	44
1652	14
1653	14
1654	14
1655	4
1656	55
1657	10
1658	6
1659	5
1660	16
1661	14
1662	23
1663	3
1664	109
1665	8
1666	108
1667	65
1668	16
1669	156
1670	4
1671	14
1672	183
1673	72
1674	112
1675	89
1676	123
1677	37
1678	27
1679	54
1680	72
1681	37
1682	14
1683	81
1684	3
1685	2
1686	46
1687	88
1688	15
1689	47
1690	33
1691	0
1692	49
1693	118
1694	30
1695	63
1696	21
1697	3
1698	4
1699	102
1700	49
1701	162
1702	27
1703	20
1704	151
1705	32
1706	10
1707	32
1708	4
1709	41
1710	17
1711	48
1712	5
1713	0
1714	52
1715	96
1716	43
1717	47
1718	54
1719	34
1720	27
1721	34
1722	5
1723	19
1724	11
1725	50
1726	101
1727	73
1728	1
1729	116
1730	3
1731	190
1732	101
1733	16
1734	44
1735	0
1736	16
1737	1
1738	16
1739	16
1740	24
1741	20
1742	6
1743	16
1744	36
1745	16
1746	108
1747	1
1748	85
1749	32
1750	61
1751	14
1752	32
1753	147
1754	121
1755	15
1756	147
1757	6
1758	82
1759	5
1760	13
1761	4
1762	2
1763	5
1764	27
1765	54
1766	40
1767	46
1768	97
1769	42
1770	42
1771	247
1772	18
1773	66
1774	52
1775	4
1776	59
1777	23
1778	40
1779	13
1780	4
1781	44
1782	0
1783	126
1784	58
1785	110
1786	1
1787	2
1788	6
1789	4
1790	83
1791	40
1792	1
1793	21
1794	34
1795	9
1796	84
1797	27
1798	2
1799	29
1800	86
1801	1
1802	27
1803	15
1804	82
1805	9
1806	153
1807	17
1808	69
1809	168
1810	50
1811	65
1812	11
1813	46
1814	6
1815	31
1816	21
1817	23
1818	127
1819	57
1820	10
1821	39
1822	15
1823	44
1824	15
1825	57
1826	55
1827	47
1828	7
1829	43
1830	56
1831	11
1832	39
1833	19
1834	0
1835	132
1836	88
1837	83
1838	12
1839	103
1840	1
1841	7
1842	3
1843	104
1844	5
1845	3
1846	1
1847	65
1848	31
1849	43
1850	6
1851	51
1852	1
1853	16
1854	55
1855	45
1856	37
1857	45
1858	47
1859	5
1860	7
1861	25
1862	55
1863	94
1864	64
1865	74
1866	43
1867	0
1868	8
1869	0
1870	33
1871	109
1872	90
1873	41
1874	129
1875	99
1876	24
1877	97
1878	113
1879	69
1880	104
1881	4
1882	59
1883	50
1884	24
1885	44
1886	24
1887	117
1888	64
1889	58
1890	28
1891	24
1892	2
1893	24
1894	19
1895	19
1896	55
1897	70
1898	224
1899	14
1900	22
1901	138
1902	51
1903	35
1904	13
1905	4
1906	15
1907	34
1908	68
1909	7
1910	9
1911	63
1912	1
1913	0
1914	29
1915	36
1916	17
1917	17
1918	35
1919	5
1920	102
1921	0
1922	44
1923	151
1924	20
1925	45
1926	46
1927	3
1928	5
1929	59
1930	15
1931	24
1932	85
1933	96
1934	0
1935	30
1936	48
1937	45
1938	59
1939	48
1940	44
1941	44
1942	77
1943	4
1944	77
1945	8
1946	75
1947	0
1948	60
1949	51
1950	19
1951	51
1952	13
1953	11
1954	53
1955	35
1956	84
1957	91
1958	22
1959	18
1960	225
1961	114
1962	114
1963	1
1964	126
1965	12
1966	8
1967	53
1968	71
1969	94
1970	1
1971	1
1972	91
1973	25
1974	25
1975	5
1976	8
1977	6
1978	65
1979	234
1980	171
1981	0
1982	0
1983	50
1984	73
1985	0
1986	17
1987	53
1988	62
1989	26
1990	7
1991	3
1992	16
1993	40
1994	128
1995	53
1996	118
1997	27
1998	26
1999	0
2000	4
2001	10
2002	23
2003	23
2004	47
2005	11
2006	33
2007	49
2008	28
2009	26
2010	0
2011	5
2012	101
2013	23
2014	22
2015	18
2016	8
2017	130
2018	2
2019	13
2020	25
2021	6
2022	12
2023	26
2024	20
2025	0
2026	77
2027	49
2028	53
2029	53
2030	11
2031	166
2032	45
2033	23
2034	124
2035	152
2036	168
2037	51
2038	12
2039	11
2040	30
2041	9
2042	116
2043	23
2044	75
2045	92
2046	48
2047	65
2048	4
2049	27
2050	23
2051	12
2052	30
2053	11
2054	1
2055	23
2056	3
2057	6
2058	5
2059	9
2060	22
2061	47
2062	131
2063	32
2064	151
2065	62
2066	21
2067	27
2068	41
2069	85
2070	1
2071	62
2072	50
2073	80
2074	0
2075	85
2076	5
2077	7
2078	4
2079	39
2080	17
2081	53
2082	2
2083	22
2084	16
2085	10
2086	0
2087	10
2088	116
2089	34
2090	10
2091	10
2092	36
2093	77
2094	47
2095	52
2096	14
2097	94
2098	24
2099	95
2100	13
2101	15
2102	51
2103	66
2104	5
2105	9
2106	49
2107	2
2108	3
2109	2
2110	70
2111	21
2112	9
2113	11
2114	27
2115	23
2116	121
2117	36
2118	7
2119	3
2120	52
2121	142
2122	50
2123	11
2124	32
2125	4
2126	6
2127	116
2128	40
2129	67
2130	73
2131	23
2132	8
2133	14
2134	1
2135	7
2136	9
2137	0
2138	19
2139	19
2140	46
2141	6
2142	108
2143	10
2144	10
2145	35
2146	52
2147	10
2148	16
2149	99
2150	16
2151	16
2152	27
2153	9
2154	70
2155	19
2156	16
2157	57
2158	19
2159	35
2160	30
2161	45
2162	19
2163	5
2164	19
2165	19
2166	19
2167	75
2168	51
2169	22
2170	258
2171	56
2172	4
2173	22
2174	16
2175	1
2176	6
2177	80
2178	93
2179	2
2180	6
2181	102
2182	57
2183	51
2184	57
2185	288
2186	23
2187	10
2188	19
2189	10
2190	24
2191	23
2192	39
2193	100
2194	38
2195	17
2196	24
2197	14
2198	11
2199	117
2200	48
2201	9
2202	14
2203	32
2204	0
2205	22
2206	65
2207	89
2208	28
2209	16
2210	61
2211	5
2212	0
2213	4
2214	52
2215	29
2216	6
2217	4
2218	89
2219	7
2220	0
2221	26
2222	33
2223	32
2224	3
2225	65
2226	1
2227	2
2228	18
2229	4
2230	3
2231	25
2232	33
2233	96
2234	49
2235	57
2236	61
2237	40
2238	6
2239	33
2240	0
2241	107
2242	24
2243	9
2244	0
2245	80
2246	5
2247	120
2248	1
2249	22
2250	44
2251	6
2252	26
2253	79
2254	132
2255	0
2256	63
2257	36
2258	96
2259	30
2260	92
2261	82
2262	13
2263	47
2264	0
2265	39
2266	191
2267	1
2268	17
2269	0
2270	22
2271	9
2272	90
2273	18
2274	2
2275	67
2276	60
2277	52
2278	0
2279	48
2280	49
2281	61
2282	4
2283	12
2284	14
2285	24
2286	51
2287	19
2288	2
2289	110
2290	28
2291	42
2292	88
2293	41
2294	51
2295	1
2296	20
2297	8
2298	0
2299	108
2300	3
2301	10
2302	0
2303	47
2304	12
2305	10
2306	9
2307	96
2308	10
2309	10
2310	109
2311	59
2312	0
2313	17
2314	10
2315	9
2316	77
2317	122
2318	33
2319	33
2320	31
2321	45
2322	9
2323	90
2324	0
2325	106
2326	2
2327	2
2328	7
2329	6
2330	103
2331	6
2332	2
2333	84
2334	4
2335	12
2336	23
2337	301
2338	69
2339	68
2340	51
2341	66
2342	20
2343	5
2344	2
2345	11
2346	12
2347	6
2348	18
2349	0
2350	0
2351	31
2352	12
2353	42
2354	51
2355	13
2356	55
2357	3
2358	9
2359	165
2360	28
2361	70
2362	31
2363	35
2364	20
2365	59
2366	44
2367	7
2368	88
2369	5
2370	38
2371	2
2372	39
2373	60
2374	5
2375	148
2376	73
2377	14
2378	1
2379	0
2380	25
2381	68
2382	4
2383	20
2384	12
2385	19
2386	312
2387	148
2388	106
2389	64
2390	50
2391	31
2392	0
2393	19
2394	189
2395	19
2396	47
2397	3
2398	66
2399	80
2400	1
2401	6
2402	100
2403	38
2404	32
2405	39
2406	1
2407	41
2408	4
2409	5
2410	41
2411	0
2412	1
2413	18
2414	4
2415	18
2416	18
2417	0
2418	3
2419	15
2420	0
2421	85
2422	179
2423	43
2424	131
2425	19
2426	9
2427	67
2428	102
2429	43
2430	41
2431	60
2432	19
2433	4
2434	19
2435	9
2436	13
2437	10
2438	5
2439	10
2440	10
2441	133
2442	10
2443	1
2444	8
2445	36
2446	16
2447	48
2448	30
2449	30
2450	109
2451	3
2452	1
2453	41
2454	10
2455	28
2456	56
2457	83
2458	4
2459	20
2460	146
2461	2
2462	24
2463	20
2464	279
2465	142
2466	2
2467	62
2468	66
2469	2
2470	28
2471	9
2472	2
2473	2
2474	0
2475	2
2476	2
2477	2
2478	56
2479	2
2480	2
2481	7
2482	10
2483	4
2484	2
2485	16
2486	74
2487	109
2488	3
2489	10
2490	4
2491	47
2492	80
2493	16
2494	15
2495	46
2496	25
2497	101
2498	12
2499	92
2500	3
2501	19
2502	99
2503	99
2504	99
2505	0
2506	53
2507	86
2508	6
2509	38
2510	18
2511	5
2512	76
2513	29
2514	44
2515	37
2516	4
2517	100
2518	23
2519	21
2520	81
2521	59
2522	33
2523	82
2524	3
2525	8
2526	5
2527	48
2528	15
2529	125
2530	74
2531	20
2532	59
2533	22
2534	0
2535	25
2536	6
2537	82
2538	110
2539	46
2540	59
2541	25
2542	22
2543	6
2544	134
2545	18
2546	71
2547	69
2548	59
2549	81
2550	8
2551	41
2552	38
2553	39
2554	207
2555	16
2556	12
2557	5
2558	3
2559	37
2560	9
2561	38
2562	195
2563	61
2564	49
2565	30
2566	17
2567	56
2568	8
2569	20
2570	0
2571	5
2572	2
2573	29
2574	46
2575	93
2576	9
2577	71
2578	130
2579	12
2580	5
2581	0
2582	29
2583	85
2584	120
2585	59
2586	107
2587	7
2588	38
2589	43
2590	89
2591	90
2592	2
2593	8
2594	139
2595	26
2596	29
2597	61
2598	42
2599	48
2600	2
2601	2
2602	112
2603	2
2604	8
2605	33
2606	58
2607	42
2608	11
2609	96
2610	43
2611	24
2612	64
2613	2
2614	2
2615	22
2616	65
2617	171
2618	5
2619	53
2620	13
2621	0
2622	68
2623	143
2624	2
2625	43
2626	0
2627	60
2628	5
2629	11
2630	110
2631	4
2632	101
2633	25
2634	4
2635	91
2636	7
2637	5
2638	35
2639	182
2640	4
2641	5
2642	7
2643	36
2644	2
2645	101
2646	37
2647	93
2648	12
2649	8
2650	5
2651	24
2652	8
2653	28
2654	4
2655	129
2656	74
2657	98
2658	0
2659	60
2660	13
2661	6
2662	30
2663	89
2664	36
2665	35
2666	35
2667	27
2668	17
2669	7
2670	45
2671	124
2672	115
2673	62
2674	57
2675	0
2676	19
2677	26
2678	19
2679	0
2680	19
2681	19
2682	25
2683	20
2684	15
2685	35
2686	44
2687	1
2688	3
2689	26
2690	78
2691	124
2692	22
2693	17
2694	7
2695	12
2696	0
2697	10
2698	94
2699	0
2700	85
2701	15
2702	102
2703	23
2704	46
2705	15
2706	6
2707	62
2708	1
2709	26
2710	88
2711	65
2712	8
2713	21
2714	85
2715	34
2716	4
2717	24
2718	31
2719	13
2720	20
2721	7
2722	27
2723	3
2724	25
2725	108
2726	54
2727	17
2728	24
2729	8
2730	8
2731	12
2732	53
2733	24
2734	11
2735	0
2736	14
2737	27
2738	12
2739	18
2740	89
2741	11
2742	6
2743	1
2744	0
2745	15
2746	17
2747	30
2748	44
2749	60
2750	1
2751	69
2752	36
2753	40
2754	20
2755	65
2756	8
2757	127
2758	2
2759	22
2760	203
2761	146
2762	7
2763	52
2764	86
2765	85
2766	34
2767	17
2768	71
2769	121
2770	66
2771	11
2772	85
2773	6
2774	129
2775	136
2776	1
2777	11
2778	2
2779	135
2780	108
2781	104
2782	88
2783	117
2784	25
2785	38
2786	2
2787	122
2788	45
2789	36
2790	4
2791	18
2792	50
2793	0
2794	13
2795	60
2796	2
2797	97
2798	19
2799	16
2800	7
2801	12
2802	82
2803	36
2804	56
2805	56
2806	11
2807	64
2808	19
2809	19
2810	60
2811	2
2812	35
2813	26
2814	25
2815	104
2816	33
2817	7
2818	116
2819	55
2820	0
2821	122
2822	8
2823	6
2824	4
2825	103
2826	1
2827	8
2828	56
2829	15
2830	1
2831	23
2832	77
2833	12
2834	114
2835	2
2836	103
2837	76
2838	53
2839	1
2840	25
2841	76
2842	21
2843	1
2844	6
2845	27
2846	5
2847	118
2848	0
2849	5
2850	46
2851	52
2852	5
2853	3
2854	71
2855	37
2856	52
2857	20
2858	62
2859	0
2860	79
2861	37
2862	22
2863	74
2864	100
2865	86
2866	0
2867	32
2868	107
2869	25
2870	27
2871	5
2872	7
2873	29
2874	20
2875	74
2876	3
2877	150
2878	17
2879	46
2880	3
2881	13
2882	4
2883	90
2884	7
2885	8
2886	14
2887	26
2888	3
2889	61
2890	25
2891	3
2892	2
2893	112
2894	66
2895	8
2896	17
2897	116
2898	29
2899	37
2900	67
2901	1
2902	32
2903	8
2904	74
2905	106
2906	44
2907	14
2908	41
2909	4
2910	0
2911	7
2912	137
2913	141
2914	38
2915	156
2916	61
2917	19
2918	22
2919	72
2920	31
2921	3
2922	75
2923	119
2924	26
2925	2
2926	107
2927	85
2928	34
2929	7
2930	56
2931	27
2932	2
2933	31
2934	45
2935	97
2936	26
2937	55
2938	77
2939	45
2940	5
2941	48
2942	8
2943	3
2944	91
2945	14
2946	43
2947	76
2948	18
2949	14
2950	135
2951	32
2952	44
2953	11
2954	15
2955	57
2956	11
2957	14
2958	44
2959	79
2960	16
2961	12
2962	2
2963	96
2964	0
2965	12
2966	58
2967	12
2968	28
2969	64
2970	26
2971	56
2972	2
2973	0
2974	116
2975	69
2976	77
2977	21
2978	165
2979	29
2980	3
2981	109
2982	10
2983	94
2984	21
2985	9
2986	48
2987	7
2988	10
2989	10
2990	10
2991	29
2992	10
2993	63
2994	2
2995	138
2996	11
2997	23
2998	4
2999	80
